code,date,name,lon,lat,row,col,cover_rate,comment
1A513536,2021-02-01,银川浩科考站,92.24037837600817,23.181195760024874,400,624,13,"周伟负责,地址与联系方式: 浙江省重庆县长寿薛路D座 481458; xliao@example.com; 18507894859"
1A178383,2021-02-01,齐齐哈尔刚科考站,91.64826228644779,28.58163679411612,408,467,69,"金波负责,地址与联系方式: 新疆维吾尔自治区潮州县清河魏路s座 693530; xiulanmo@example.net; 13007119795"
1A178195,2021-02-01,柳州楠科考站,91.96321811770495,28.38263433721118,415,474,29,"高畅负责,地址与联系方式: 海南省秀英县平山兰州街d座 605203; duyong@example.com; 15080298578"
1A111294,2021-02-01,深圳洋科考站,90.28462174208009,36.913673089529034,422,224,31,"王秀珍负责,地址与联系方式: 安徽省柳州市静安长沙路k座 111964; jingshi@example.net; 13048271573"
1A472191,2021-02-01,嘉禾东科考站,93.4781852547051,20.255544991822358,423,712,51,"张桂芳负责,地址与联系方式: 新疆维吾尔自治区荣市孝南隆街q座 149223; guiyingxia@example.net; 13101351204"
1A110577,2021-02-01,澳门波科考站,91.6399555063401,36.122606681036565,448,253,16,"柯桂芝负责,地址与联系方式: 江西省杰县沙市福州街n座 695173; xiuyingchen@example.com; 18223482553"
1A465843,2021-02-01,惠州瑞科考站,94.63450915229916,21.843427524940022,459,670,58,"程丽负责,地址与联系方式: 吉林省海门县锡山北京街F座 558652; jiangchao@example.com; 14551897561"
1A175691,2021-02-01,巢湖建军科考站,93.80719751558085,28.284722007968405,461,484,66,"杜颖负责,地址与联系方式: 浙江省强县锡山通辽街H座 194596; chenjing@example.net; 14581019180"
1A521748,2021-02-01,潜江凯科考站,94.25467429960317,25.91137366271243,463,553,33,"林红梅负责,地址与联系方式: 海南省海燕市高明蒲街h座 971375; xiuyinglin@example.org; 15920326658"
1A465299,2021-02-01,贵阳成科考站,94.9666735551482,22.860893646766403,471,642,26,"陈桂珍负责,地址与联系方式: 内蒙古自治区云县浔阳广州街y座 958813; xmo@example.net; 15357732027"
1A173151,2021-02-01,梧州平科考站,94.53283956454723,29.224620023372033,483,460,54,"李东负责,地址与联系方式: 四川省武汉市新城刘路r座 662576; xia10@example.org; 18169880524"
1A518301,2021-02-01,郑州建平科考站,95.69486984708037,23.780675889931025,493,618,59,"辛雪负责,地址与联系方式: 澳门特别行政区峰县新城深圳街y座 633203; na14@example.net; 18908665844"
2A327363,2021-02-02,郑州鹏科考站,79.12404139660411,17.129169227093954,0,745,47,"陈春梅负责,地址与联系方式: 西藏自治区亮县双滦西宁路Y座 920454; tao22@example.net; 15019411137"
2A262168,2021-02-02,济南伟科考站,77.53022513869135,24.046515156782796,2,518,67,"谢楠负责,地址与联系方式: 辽宁省拉萨市合川李路U座 293036; guiyingzou@example.net; 18533636612"
2A16586,2021-02-02,南京强科考站,73.06957462216207,35.16560452329784,4,140,73,"相帅负责,地址与联系方式: 吉林省阜新市崇文西宁街N座 448165; uzou@example.com; 18842742197"
2A21299,2021-02-02,合山鹏科考站,74.4797780760802,33.05318748442679,12,217,65,"晏林负责,地址与联系方式: 陕西省佛山县兴山西宁街m座 678976; yanli@example.org; 15324378362"
2A15538,2021-02-02,海口强科考站,72.87660047443315,36.26061705364964,14,106,75,"金杨负责,地址与联系方式: 四川省海燕市江北银川路w座 310283; gxiang@example.org; 13219992381"
2A16135,2021-02-02,合山涛科考站,73.18167710113438,35.72083506026005,14,125,72,"王旭负责,地址与联系方式: 陕西省巢湖市孝南黄路B座 199060; vluo@example.net; 13127058128"
2A1541,2021-02-02,佛山东科考站,72.01710999294917,37.83762251442907,16,51,71,"黄利负责,地址与联系方式: 广东省桂花县滨城夏路D座 702757; uxue@example.org; 15725272323"
2A246156,2021-02-02,惠州斌科考站,77.14467430268445,28.021454104727976,27,393,33,"邓桂香负责,地址与联系方式: 辽宁省呼和浩特市沙湾王路l座 620365; cma@example.org; 15365369325"
2A1702,2021-02-02,柳州军科考站,72.686394701728,37.679328824826236,29,63,74,"徐红梅负责,地址与联系方式: 广西壮族自治区洁市上街张路x座 759205; gang54@example.com; 13106485516"
2A258395,2021-02-02,马鞍山建华科考站,78.4657528169201,24.600693683450256,33,508,40,"骆伟负责,地址与联系方式: 青海省云县静安潜江路Y座 446128; na01@example.com; 15398222903"
2A2094,2021-02-02,昆明博科考站,72.53542954200148,38.56624957581644,38,36,75,"高丽华负责,地址与联系方式: 湖北省沈阳市华龙北京路o座 286847; renwei@example.net; 18971869874"
2A2519,2021-02-02,海口建华科考站,72.95972915683204,38.09855767348003,41,54,23,"杨玲负责,地址与联系方式: 贵州省鑫市平山王路X座 430011; majuan@example.net; 13546274371"
2A3091,2021-02-02,哈尔滨强科考站,73.17013922780481,38.98696604977348,58,31,77,"张玉英负责,地址与联系方式: 重庆市东莞市花溪石路b座 371632; zhaojie@example.org; 15124225871"
2A7284,2021-02-02,郑州彬科考站,74.59451867522341,38.56577262624358,84,58,77,"杨欣负责,地址与联系方式: 内蒙古自治区敏市西夏佛山街F座 877191; leihan@example.com; 15983586826"
2A9642,2021-02-02,银川建华科考站,76.5500925721123,38.50945225405932,127,79,42,"李桂英负责,地址与联系方式: 海南省汕尾市高明广州路N座 630681; rlong@example.org; 18580682176"
2A46325,2021-02-02,郑州宁科考站,81.3512695496327,36.15538025676178,211,188,9,"武晶负责,地址与联系方式: 宁夏回族自治区西宁县西峰马街t座 419811; chaomeng@example.net; 15312903451"
2A285815,2021-02-02,佛山杨科考站,85.14282812459996,23.95592245067117,213,570,74,"吴丽娟负责,地址与联系方式: 陕西省龙市沙市侯街v座 948710; juan66@example.com; 14500782180"
2A47981,2021-02-02,杭州伟科考站,80.83586139260524,37.65629779593833,214,141,9,"詹兰英负责,地址与联系方式: 四川省合山县西峰罗路A座 334601; xiajia@example.com; 15099630359"
2A288719,2021-02-02,济南宇科考站,85.83968961752838,23.065101479437423,227,600,1,"李建军负责,地址与联系方式: 广西壮族自治区杨市孝南宁德街N座 917121; ming55@example.com; 18655786019"
2A64111,2021-02-02,上海飞科考站,80.97076351038119,40.55777029929031,247,60,74,"赵明负责,地址与联系方式: 甘肃省辽阳县萧山贺街g座 319569; jinjing@example.net; 15974181815"
2A50387,2021-02-02,乌鲁木齐瑞科考站,81.38841202901462,39.787929058240415,248,85,75,"陈健负责,地址与联系方式: 辽宁省海门县徐汇钟街x座 664903; wei36@example.net; 18822971933"
2A50204,2021-02-02,潜江健科考站,81.62434922730152,39.67651233135414,252,90,60,"杨静负责,地址与联系方式: 广西壮族自治区林县丰都徐街O座 544238; nlong@example.net; 13199079989"
2A496980,2021-02-02,海门欢科考站,87.14192935835675,21.955720636206404,257,639,89,"房欢负责,地址与联系方式: 四川省东莞县华龙黄路m座 621335; uxie@example.net; 18958059043"
2A70496,2021-02-02,六安帅科考站,82.13488428969588,40.065537275807586,267,83,79,"唐婷负责,地址与联系方式: 山东省哈尔滨市新城东莞路t座 980283; weiwan@example.org; 15763635136"
2A71537,2021-02-02,西宁鹏科考站,82.8450488412195,39.5107909274578,277,104,73,"王静负责,地址与联系方式: 西藏自治区玉华市友好李街u座 373894; kzhu@example.com; 18811501740"
2A130452,2021-02-02,福州涛科考站,84.46275440379034,35.65646577419143,279,225,16,"孙云负责,地址与联系方式: 澳门特别行政区拉萨市孝南阜新路x座 524110; liuxiuying@example.com; 15116984551"
2A72543,2021-02-02,梧州强科考站,84.13936061448835,39.70143549681397,307,108,38,"潘志强负责,地址与联系方式: 云南省石家庄县沙湾拉萨路A座 943529; guiying30@example.net; 14508967121"
2A494023,2021-02-02,东莞建国科考站,89.71409317127728,24.157551995684926,337,586,26,"王秀兰负责,地址与联系方式: 青海省飞市海港巢湖路u座 691396; yan84@example.org; 18218393851"
2A487750,2021-02-02,太原健科考站,90.32076279317248,22.276004462951686,345,643,28,"徐洁负责,地址与联系方式: 江苏省西安市锡山马鞍山街s座 629380; tangguiying@example.com; 15656552723"
2A506335,2021-02-02,合山文科考站,90.54474647062732,25.039253057038717,363,564,6,"梁秀荣负责,地址与联系方式: 湖南省海门县新城辽阳街R座 984088; jiawei@example.net; 14519552449"
2A146951,2021-02-02,乌鲁木齐建国科考站,88.57834474608467,34.825454285433686,369,274,79,"吴伟负责,地址与联系方式: 上海市武汉市黄浦广州路F座 582109; xiuyingli@example.org; 18527752398"
2A118845,2021-02-02,长春鑫科考站,88.20878457091662,37.89464489968617,382,185,14,"董云负责,地址与联系方式: 江苏省荆门市徐汇曾街j座 949020; ping84@example.com; 15881384817"
2A164688,2021-02-02,兴城波科考站,90.85606946647856,30.70140869642661,399,403,82,"葛桂珍负责,地址与联系方式: 宁夏回族自治区彬县梁平徐路B座 283885; ndong@example.com; 15812927121"
2A179951,2021-02-02,兴安盟志强科考站,91.59390993824334,27.17457889503199,400,507,43,"靳坤负责,地址与联系方式: 广西壮族自治区霞县黄浦萧路E座 110769; wlin@example.com; 15025677700"
2A474219,2021-02-02,辛集楠科考站,92.86639778250104,18.52333366692435,401,760,14,"刘波负责,地址与联系方式: 四川省海口市朝阳潮州街C座 569814; xiulan38@example.net; 18560818186"
2A114365,2021-02-02,北镇超科考站,90.02526895994977,35.80392297369088,409,254,42,"罗丹负责,地址与联系方式: 江苏省玲县静安大冶街g座 705779; zhongyan@example.com; 15049210191"
2A470385,2021-02-02,海口浩科考站,92.86467566760105,21.33960613772661,410,679,24,"曹秀梅负责,地址与联系方式: 海南省利县西夏张路E座 744398; na02@example.org; 14582454016"
2A112412,2021-02-02,辛集欢科考站,90.05225689429031,37.26110342149858,419,213,32,"史杨负责,地址与联系方式: 福建省昆明市沈北新李路o座 486275; yuanfang@example.net; 18502516896"
2A176378,2021-02-02,长沙利科考站,92.82355695958775,27.31084686089983,432,508,50,"何淑兰负责,地址与联系方式: 青海省丽华市沙湾海门街K座 133420; xiuyingqian@example.com; 15846047894"
2A172031,2021-02-02,福州建平科考站,93.07754565430916,29.489699016775017,448,447,22,"姜桂花负责,地址与联系方式: 广东省西安市丰都佛山路p座 814116; tianping@example.com; 18200834230"
2A465119,2021-02-02,合山浩科考站,95.19000232980962,22.25073740027054,475,660,47,"张婷婷负责,地址与联系方式: 黑龙江省丽华市长寿天津路F座 939808; minzhang@example.org; 15383524856"
3A1020,2021-02-03,西安鑫科考站,71.07970685563724,38.1958985318823,0,30,77,"周桂香负责,地址与联系方式: 江苏省长沙县沈河孙路U座 650001; hujie@example.com; 13860151176"
3A247026,2021-02-03,福州想科考站,76.65017623822145,26.7037664760222,1,429,67,"栾秀珍负责,地址与联系方式: 内蒙古自治区海门市西夏长沙路Q座 628383; ming22@example.com; 13891545579"
3A933,2021-02-03,上海文科考站,70.92861197648539,38.62548160400124,3,16,80,"陈莹负责,地址与联系方式: 广东省长春县萧山王路W座 796960; zhangyang@example.com; 15865579226"
3A15050,2021-02-03,惠州东科考站,71.97588103004688,36.98629744929143,3,75,69,"章洁负责,地址与联系方式: 贵州省晶县高明北京路T座 904006; juanyi@example.org; 15301998670"
3A241951,2021-02-03,深圳杨科考站,75.76631283499853,29.399646763379607,4,339,60,"昝桂花负责,地址与联系方式: 广西壮族自治区福州县房山辽阳路V座 331764; qzhou@example.com; 14532149163"
3A1308,2021-02-03,太原岩科考站,71.63013843529957,37.68410049010837,5,51,76,"蒋飞负责,地址与联系方式: 西藏自治区杨县城北陈路Y座 590995; wanping@example.org; 13832157259"
3A21721,2021-02-03,深圳旭科考站,74.44649228214865,32.537148845061665,5,232,62,"郭帆负责,地址与联系方式: 台湾省六盘水县花溪重庆路B座 165262; chao54@example.org; 14505240549"
3A245715,2021-02-03,汕尾亮科考站,76.30946034024556,28.27661777166288,7,378,20,"姚倩负责,地址与联系方式: 内蒙古自治区芳县崇文王路k座 788811; yanghan@example.net; 15174955313"
3A818,2021-02-03,辛集文科考站,71.44619613517216,38.52045466380027,13,25,74,"唐柳负责,地址与联系方式: 广东省磊市沙市蔡路t座 655274; minshao@example.org; 13517545463"
3A14853,2021-02-03,永安勇科考站,72.41327527087773,37.12172706556735,15,76,70,"刘燕负责,地址与联系方式: 黑龙江省广州市城东李路p座 707427; weiwei@example.org; 18604283194"
3A246259,2021-02-03,惠州洋科考站,76.83991784410141,27.837054040454916,17,396,42,"廖霞负责,地址与联系方式: 贵州省佛山市闵行乌鲁木齐街X座 246300; yankang@example.com; 18159825795"
3A302,2021-02-03,长沙明科考站,71.37823403607574,39.23327256677472,22,4,76,"龚冬梅负责,地址与联系方式: 山西省桂香市涪城朱路T座 182472; tao12@example.net; 13250760459"
3A15822,2021-02-03,邯郸俊科考站,73.24113869729881,36.293517895410254,23,109,27,"李利负责,地址与联系方式: 辽宁省呼和浩特县高明辽阳路a座 107120; dcai@example.com; 18254786181"
3A15796,2021-02-03,杭州想科考站,73.38209618663903,36.345787582604416,27,109,20,"杨旭负责,地址与联系方式: 台湾省昆明市白云张路B座 865529; min19@example.org; 13526226419"
3A239813,2021-02-03,大冶欢科考站,75.72969972334236,31.616466517267913,27,272,65,"徐莉负责,地址与联系方式: 内蒙古自治区嘉禾市高明贵阳路L座 732794; liyan@example.org; 18295387994"
3A20819,2021-02-03,长沙兵科考站,74.71556415676697,33.97972984967937,29,192,17,"叶英负责,地址与联系方式: 四川省丹丹市永川刘街O座 941185; pfan@example.com; 13141168410"
3A14569,2021-02-03,南京旭科考站,73.12783613593011,37.01225257106047,30,87,17,"迟超负责,地址与联系方式: 黑龙江省昆明市六枝特马路j座 302523; xia59@example.com; 13812875280"
3A21099,2021-02-03,海门利科考站,75.07461895301698,33.32158931579513,30,215,22,"吕洁负责,地址与联系方式: 江西省兵市浔阳宋街M座 649284; nazhu@example.org; 15915309523"
3A268519,2021-02-03,西宁宁科考站,79.38006668383971,21.273387501101027,34,617,72,"方建负责,地址与联系方式: 澳门特别行政区玲县沈北新阎路s座 439439; cuiguiying@example.net; 18658848461"
3A24102,2021-02-03,宜都岩科考站,75.28418567213083,33.900435625394195,42,200,8,"冀彬负责,地址与联系方式: 湖北省瑜市南溪傅街m座 549089; yangwang@example.net; 18974945831"
3A12011,2021-02-03,太原帆科考站,74.95210261891391,36.842638856796555,70,111,64,"王文负责,地址与联系方式: 上海市帅市徐汇王路U座 378309; xiachen@example.com; 18840596391"
3A4915,2021-02-03,马鞍山涛科考站,73.9727436696289,39.962403083278446,89,12,71,"王龙负责,地址与联系方式: 湖北省燕县长寿唐路y座 587069; xujing@example.net; 13537166387"
3A6326,2021-02-03,巢湖佳科考站,75.21558626967614,39.352153592134776,108,42,22,"陈军负责,地址与联系方式: 澳门特别行政区贵阳市沈北新呼和浩特街f座 148550; leihe@example.net; 18094102843"
3A314815,2021-02-03,宜都亮科考站,82.64386498497531,18.27284596997265,111,728,47,"钟金凤负责,地址与联系方式: 澳门特别行政区兰州县山亭关岭街U座 511011; lei64@example.net; 13106451170"
3A5861,2021-02-03,汕尾明科考站,75.16656252555808,39.97226331934309,115,24,63,"周宇负责,地址与联系方式: 江苏省武汉市滨城合肥路f座 822718; yanlei@example.org; 18138872539"
3A207554,2021-02-03,西宁楠科考站,80.87637117351474,29.275733542768254,137,385,2,"王淑兰负责,地址与联系方式: 内蒙古自治区郑州市朝阳邯郸路p座 294533; yong78@example.net; 15156966843"
3A59879,2021-02-03,西安超科考站,76.12725945017746,40.380961632857606,141,22,14,"牟瑜负责,地址与联系方式: 陕西省六盘水县大东柳州街t座 772526; mindong@example.org; 13935870621"
3A54296,2021-02-03,济南东科考站,78.24999559483429,37.44817388277682,153,125,23,"王楠负责,地址与联系方式: 河南省飞县高坪罗路u座 278533; xialiu@example.org; 15790821514"
3A58113,2021-02-03,武汉晨科考站,77.32372208955071,39.82576347246237,160,49,57,"黄静负责,地址与联系方式: 四川省秀珍市锡山成都路T座 260902; wenjun@example.org; 18170511817"
3A56925,2021-02-03,西宁强科考站,78.72708300859503,38.7194736180192,178,93,39,"黎辉负责,地址与联系方式: 海南省桂荣市安次王街g座 943816; leicai@example.com; 18252757506"
3A286524,2021-02-03,呼和浩特志强科考站,84.54255480756088,24.182542245812154,198,560,25,"陈利负责,地址与联系方式: 台湾省合山县海陵邯郸街Q座 921891; juntian@example.com; 18591474765"
3A47296,2021-02-03,北镇雷科考站,80.75370149828619,37.247470016263414,208,152,1,"杨明负责,地址与联系方式: 新疆维吾尔自治区强县南湖甘路P座 625433; acheng@example.com; 13071344244"
3A120686,2021-02-03,昆明瑞科考站,87.05700396645541,38.89276507386703,364,150,38,"白萍负责,地址与联系方式: 福建省哈尔滨县沙湾潮州路M座 115940; weiqiu@example.net; 15016994233"
3A492346,2021-02-03,哈尔滨雷科考站,90.99812565663464,23.438202244838788,368,612,22,"梁杰负责,地址与联系方式: 新疆维吾尔自治区淑英县萧山太原路K座 882061; weihou@example.net; 13042713749"
3A143499,2021-02-03,长春彬科考站,89.02244418652154,33.67974835986571,372,309,83,"阮玉珍负责,地址与联系方式: 重庆市建军县西峰通辽街S座 348009; na71@example.com; 13951849763"
3A99795,2021-02-03,西安旭科考站,88.69194838029358,38.063335725461876,394,183,39,"党东负责,地址与联系方式: 广西壮族自治区沈阳县东城罗路J座 539022; chao19@example.com; 15398705051"
3A508059,2021-02-03,上海波科考站,91.61478757591021,26.61881987182483,398,523,61,"唐刚负责,地址与联系方式: 甘肃省东莞县静安武汉街z座 120003; na66@example.com; 18509465112"
3A179765,2021-02-03,呼和浩特坤科考站,91.69724580072074,27.469063394224822,404,499,43,"杜杰负责,地址与联系方式: 黑龙江省兰州县合川西宁街r座 746783; liaomin@example.net; 18170509203"
3A178497,2021-02-03,香港伟科考站,91.83435575203231,29.064826358731345,415,454,37,"柴玉梅负责,地址与联系方式: 广东省深圳县翔安潮州街Q座 265229; yanghe@example.net; 13065022857"
3A176750,2021-02-03,宁德建科考站,92.21074534477867,27.89245079220884,419,489,60,"林建平负责,地址与联系方式: 河南省红梅市黄浦海口街H座 183248; qiangdu@example.org; 14533136844"
3A110968,2021-02-03,通辽成科考站,90.5274232930169,36.03616622101233,422,250,7,"孙辉负责,地址与联系方式: 内蒙古自治区台北县城北太原路H座 274206; jing44@example.com; 13421940298"
3A111297,2021-02-03,贵阳勇科考站,90.37814412835336,36.89522970179861,424,225,80,"张婷负责,地址与联系方式: 吉林省南京县友好王街d座 615881; gujie@example.com; 18628179166"
3A166050,2021-02-03,淮安杨科考站,92.21533216052849,29.99913366482379,429,429,4,"徐超负责,地址与联系方式: 台湾省天津市萧山杨街P座 943890; gang83@example.com; 18281481470"
3A177341,2021-02-03,成都文科考站,92.79844085170579,28.817455247104032,438,465,6,"何岩负责,地址与联系方式: 甘肃省倩县长寿广州街i座 225941; xguo@example.net; 15110067343"
3A177516,2021-02-03,永安建华科考站,92.78285495316851,29.342749257886858,440,450,6,"陈建华负责,地址与联系方式: 贵州省辽阳县花溪廖街s座 182096; yangjin@example.com; 18853936099"
3A509557,2021-02-03,荆门涛科考站,93.37982693710198,26.54152031888183,443,532,42,"房军负责,地址与联系方式: 云南省勇市清城长春街W座 318669; guoxiuying@example.org; 13030322363"
3A509524,2021-02-03,西安亮科考站,93.47297423268677,26.693874328638817,446,528,45,"李倩负责,地址与联系方式: 甘肃省佛山县清河王路k座 818147; ping41@example.org; 14767198573"
3A522834,2021-02-03,嘉禾建国科考站,93.6155680955463,26.782265828421014,450,526,49,"王玉英负责,地址与联系方式: 江西省佳县萧山台北街Q座 515810; junwang@example.net; 14704303401"
3A522877,2021-02-03,杭州磊科考站,93.742214500053,26.974065198634815,454,521,42,"徐梅负责,地址与联系方式: 江苏省巢湖市涪城深圳街S座 491360; minwu@example.com; 14752054369"
3A519483,2021-02-03,太原涛科考站,95.53454858129582,24.152105952116557,490,607,8,"李桂英负责,地址与联系方式: 安徽省乌鲁木齐市房山梧州街e座 278138; li12@example.org; 18589061113"
3A529250,2021-02-03,惠州建军科考站,96.70025562484913,24.728781895527256,522,594,16,"苏阳负责,地址与联系方式: 山东省桂英市秀英吕街P座 422895; plong@example.net; 15304652765"
4A21839,2021-02-04,深圳伟科考站,74.53220702639801,31.929217534282266,0,251,75,"刘丽丽负责,地址与联系方式: 山东省帆县蓟州姬街A座 260592; qianglu@example.org; 15154351957"
4A21746,2021-02-04,海口帆科考站,74.37801847771608,32.34620654596156,1,237,75,"朱桂芳负责,地址与联系方式: 甘肃省合山县高坪六盘水路k座 259522; phuang@example.org; 13932453097"
4A16709,2021-02-04,辽阳浩科考站,73.22020984646313,34.811408559225654,3,152,80,"康秀珍负责,地址与联系方式: 北京市南京县新城杜路d座 379598; dhu@example.org; 13031301799"
4A15389,2021-02-04,西宁博科考站,72.43124162337563,36.367377751440635,5,98,79,"丁瑞负责,地址与联系方式: 浙江省长沙市房山李路w座 988035; jxie@example.net; 15768020222"
4A20445,2021-02-04,潜江华科考站,73.79720376882236,33.86376231774836,5,186,76,"赵宁负责,地址与联系方式: 天津市南昌县长寿杭州街G座 439768; chenchao@example.net; 13077052903"
